,NSC #1,Drug name,FDA status,Mechanism of action,NSC #2,Drug name.1,FDA status.1,Mechanism of action.1
3115,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,32065.0,Hydroxyurea,FDA approved,AM|Dr
3116,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
3117,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
3118,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
3119,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,45923.0,Methoxsalen,FDA approved,Db
3120,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
3121,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,63878.0,Cytarabine,FDA approved,Ds
3122,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,66847.0,Thalidomide,FDA approved,Ang|Immunomodulatory
3123,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
3124,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
3125,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,77213.0,Procarbazine,FDA approved,A7|AlkAg
3126,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
3127,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
3128,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,85998.0,STREPTOZOCIN,FDA approved,A7|AlkAg
3129,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,102816.0,AZACITIDINE,FDA approved,DNMT
3130,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,105014.0,Cladribine,FDA approved,Ds|ADA
3131,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
3132,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
3133,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
3134,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,123127.0,Doxorubicin,FDA approved,TOP2
3135,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,125066.0,Bleomycin,FDA approved,Db
3136,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
3137,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,127716.0,DECITABINE,FDA approved,AM|DNMT
3138,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
3139,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
3140,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
3141,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,180973.0,Tamoxifen,FDA approved,Ho|SERM
3142,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,218321.0,PENTOSTATIN,FDA approved,Ds|AM|ADA
3143,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
3144,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,241240.0,Carboplatin,FDA approved,A7|AlkAg
3145,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,246131.0,Valrubicin,FDA approved,TOP2
3146,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
3147,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,362856.0,Temozolomide,FDA approved,A7|AlkAg
3148,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,606869.0,Clofarabine,FDA approved,Ds
3149,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
3150,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,609699.0,Topotecan,FDA approved,TOP1
3151,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,613327.0,Gemcitabine,FDA approved,Ds
3152,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
3153,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
3154,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,686673.0,Nelarabine,FDA approved,Ds
3155,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
3156,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,701852.0,Vorinostat,FDA approved,HDAC
3157,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,712807.0,Capecitabine,FDA approved,Ds|TYMS
3158,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
3159,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
3160,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
3161,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
3162,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,719345.0,Letrozole,FDA approved,Ho|CYP19A1
3163,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
3164,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
3165,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
3166,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
3167,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
3168,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
3169,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
3170,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
3171,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
3172,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
3173,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
3174,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
3175,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
3176,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
3177,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,754143.0,Depsipeptide,FDA approved,HDAC
3178,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
3179,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
3180,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
3181,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
3182,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
3183,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
3184,266046.0,Oxaliplatin,FDA approved,A7|AlkAg,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
3185,279836.0,MITOXANTRONE,FDA approved,TOP2,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
3186,279836.0,MITOXANTRONE,FDA approved,TOP2,123127.0,Doxorubicin,FDA approved,TOP2
3187,279836.0,MITOXANTRONE,FDA approved,TOP2,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
3188,279836.0,MITOXANTRONE,FDA approved,TOP2,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
3189,279836.0,MITOXANTRONE,FDA approved,TOP2,713563.0,Exemestane,FDA approved,Ho|CYP19A1
3190,279836.0,MITOXANTRONE,FDA approved,TOP2,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
3191,279836.0,MITOXANTRONE,FDA approved,TOP2,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
3192,279836.0,MITOXANTRONE,FDA approved,TOP2,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
3193,279836.0,MITOXANTRONE,FDA approved,TOP2,747974.0,Raloxifene,FDA approved,Ho|SERM
3194,279836.0,MITOXANTRONE,FDA approved,TOP2,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
3195,279836.0,MITOXANTRONE,FDA approved,TOP2,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
3196,279836.0,MITOXANTRONE,FDA approved,TOP2,755986.0,Vismodegib,FDA approved,SMO|PK:YK
3197,279836.0,MITOXANTRONE,FDA approved,TOP2,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
3198,279836.0,MITOXANTRONE,FDA approved,TOP2,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
3199,279836.0,MITOXANTRONE,FDA approved,TOP2,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
3200,279836.0,MITOXANTRONE,FDA approved,TOP2,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
3201,279836.0,MITOXANTRONE,FDA approved,TOP2,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
3202,296961.0,Amifostine,FDA approved,RP,740.0,METHOTREXATE,FDA approved,Df|DHFR
3203,296961.0,Amifostine,FDA approved,RP,750.0,Busulfan,FDA approved,A7|AlkAg
3204,296961.0,Amifostine,FDA approved,RP,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
3205,296961.0,Amifostine,FDA approved,RP,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
3206,296961.0,Amifostine,FDA approved,RP,762.0,Nitrogen mustard,FDA approved,A7|AlkAg
3207,296961.0,Amifostine,FDA approved,RP,1390.0,Allopurinol,FDA approved,AM|XDH
3208,296961.0,Amifostine,FDA approved,RP,3053.0,Actinomycin D,FDA approved,Db
3209,296961.0,Amifostine,FDA approved,RP,3088.0,Chlorambucil,FDA approved,A7|AlkAg
3210,296961.0,Amifostine,FDA approved,RP,6396.0,Thiotepa,FDA approved,A7|AlkAg
3211,296961.0,Amifostine,FDA approved,RP,8806.0,Melphalan,FDA approved,A7|AlkAg
3212,296961.0,Amifostine,FDA approved,RP,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
3213,296961.0,Amifostine,FDA approved,RP,13875.0,Altretamine,FDA approved,Db|AlkAg
3214,296961.0,Amifostine,FDA approved,RP,14229.0,Acrichine,FDA approved,Db|AP
3215,296961.0,Amifostine,FDA approved,RP,18509.0,Aminolevulinic acid,FDA approved,AM
3216,296961.0,Amifostine,FDA approved,RP,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
3217,296961.0,Amifostine,FDA approved,RP,24559.0,Mithramycin,FDA approved,Db|Rs
3218,296961.0,Amifostine,FDA approved,RP,25154.0,Pipobroman,FDA approved,A7|AlkAg
3219,296961.0,Amifostine,FDA approved,RP,26271.0,Cyclophosphamide,FDA approved,A7|AlkAg
3220,296961.0,Amifostine,FDA approved,RP,26980.0,Mitomycin,FDA approved,A2|AlkAg
3221,296961.0,Amifostine,FDA approved,RP,27640.0,Floxuridine,FDA approved,Ds|TYMS
3222,296961.0,Amifostine,FDA approved,RP,32065.0,Hydroxyurea,FDA approved,AM|Dr
3223,296961.0,Amifostine,FDA approved,RP,34462.0,Uracil mustard,FDA approved,A7|AlkAg
3224,296961.0,Amifostine,FDA approved,RP,38721.0,Mitotane,FDA approved,A7|Ho|AlkAg|anti-Ho|CYP11A1
3225,296961.0,Amifostine,FDA approved,RP,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
3226,296961.0,Amifostine,FDA approved,RP,45923.0,Methoxsalen,FDA approved,Db
3227,296961.0,Amifostine,FDA approved,RP,49842.0,Vinblastine,FDA approved,TUBB|Tu-frag
3228,296961.0,Amifostine,FDA approved,RP,63878.0,Cytarabine,FDA approved,Ds
3229,296961.0,Amifostine,FDA approved,RP,66847.0,Thalidomide,FDA approved,Ang|Immunomodulatory
3230,296961.0,Amifostine,FDA approved,RP,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
3231,296961.0,Amifostine,FDA approved,RP,71423.0,Megestrol acetate,FDA approved,Ho|PGR
3232,296961.0,Amifostine,FDA approved,RP,77213.0,Procarbazine,FDA approved,A7|AlkAg
3233,296961.0,Amifostine,FDA approved,RP,79037.0,Lomustine,FDA approved,A6|AlkAg
3234,296961.0,Amifostine,FDA approved,RP,82151.0,Daunorubicin,FDA approved,TOP2
3235,296961.0,Amifostine,FDA approved,RP,85998.0,STREPTOZOCIN,FDA approved,A7|AlkAg
3236,296961.0,Amifostine,FDA approved,RP,102816.0,AZACITIDINE,FDA approved,DNMT
3237,296961.0,Amifostine,FDA approved,RP,105014.0,Cladribine,FDA approved,Ds|ADA
3238,296961.0,Amifostine,FDA approved,RP,109724.0,Ifosfamide,FDA approved,A7|AlkAg
3239,296961.0,Amifostine,FDA approved,RP,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
3240,296961.0,Amifostine,FDA approved,RP,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
3241,296961.0,Amifostine,FDA approved,RP,122819.0,Teniposide,FDA approved,TOP2
3242,296961.0,Amifostine,FDA approved,RP,123127.0,Doxorubicin,FDA approved,TOP2
3243,296961.0,Amifostine,FDA approved,RP,125066.0,Bleomycin,FDA approved,Db
3244,296961.0,Amifostine,FDA approved,RP,125973.0,Paclitaxel,FDA approved,TUBB|Tu-stab
3245,296961.0,Amifostine,FDA approved,RP,127716.0,DECITABINE,FDA approved,AM|DNMT
3246,296961.0,Amifostine,FDA approved,RP,138783.0,Bendamustine,FDA approved,A2|A6|AlkAg
3247,296961.0,Amifostine,FDA approved,RP,141540.0,Etoposide,FDA approved,TOP2
3248,296961.0,Amifostine,FDA approved,RP,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
3249,296961.0,Amifostine,FDA approved,RP,180973.0,Tamoxifen,FDA approved,Ho|SERM
3250,296961.0,Amifostine,FDA approved,RP,226080.0,RAPAMYCIN,FDA approved,"PK:STK,MTOR"
3251,296961.0,Amifostine,FDA approved,RP,241240.0,Carboplatin,FDA approved,A7|AlkAg
3252,296961.0,Amifostine,FDA approved,RP,246131.0,Valrubicin,FDA approved,TOP2
3253,296961.0,Amifostine,FDA approved,RP,266046.0,Oxaliplatin,FDA approved,A7|AlkAg
3254,296961.0,Amifostine,FDA approved,RP,279836.0,MITOXANTRONE,FDA approved,TOP2
3255,296961.0,Amifostine,FDA approved,RP,362856.0,Temozolomide,FDA approved,A7|AlkAg
3256,296961.0,Amifostine,FDA approved,RP,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod
3257,296961.0,Amifostine,FDA approved,RP,409962.0,Carmustine,FDA approved,A7|AlkAg
3258,296961.0,Amifostine,FDA approved,RP,606869.0,Clofarabine,FDA approved,Ds
3259,296961.0,Amifostine,FDA approved,RP,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
3260,296961.0,Amifostine,FDA approved,RP,613327.0,Gemcitabine,FDA approved,Ds
3261,296961.0,Amifostine,FDA approved,RP,628503.0,Docetaxel,FDA approved,TUBB|Tu-stab
3262,296961.0,Amifostine,FDA approved,RP,673596.0,7-Ethyl-10-hydroxycamptothecin,FDA approved,TOP1
3263,296961.0,Amifostine,FDA approved,RP,686673.0,Nelarabine,FDA approved,Ds
3264,296961.0,Amifostine,FDA approved,RP,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
3265,296961.0,Amifostine,FDA approved,RP,701852.0,Vorinostat,FDA approved,HDAC
3266,296961.0,Amifostine,FDA approved,RP,712807.0,Capecitabine,FDA approved,Ds|TYMS
3267,296961.0,Amifostine,FDA approved,RP,713563.0,Exemestane,FDA approved,Ho|CYP19A1
3268,296961.0,Amifostine,FDA approved,RP,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
3269,296961.0,Amifostine,FDA approved,RP,719276.0,Fulvestrant,FDA approved,AM|Ho|ESR|SERM
3270,296961.0,Amifostine,FDA approved,RP,719344.0,Anastrozole,FDA approved,Ho|CYP19A1
3271,296961.0,Amifostine,FDA approved,RP,719345.0,Letrozole,FDA approved,Ho|CYP19A1
3272,296961.0,Amifostine,FDA approved,RP,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
3273,296961.0,Amifostine,FDA approved,RP,721517.0,Zoledronate,FDA approved,AM|NonCan:Anti-bone resorp
3274,296961.0,Amifostine,FDA approved,RP,732517.0,Dasatinib,FDA approved,"BCR-ABL|PK:YK,PDGFR,KIT"
3275,296961.0,Amifostine,FDA approved,RP,733504.0,Everolimus,FDA approved,"PK:STK,MTOR"
3276,296961.0,Amifostine,FDA approved,RP,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
3277,296961.0,Amifostine,FDA approved,RP,743414.0,Imatinib,FDA approved,BCR-ABL|PK:YK
3278,296961.0,Amifostine,FDA approved,RP,745750.0,Lapatinib,FDA approved,"PK:STK,YK,MET,EGFR,ERBB2,KIT,RAF,VEGFR"
3279,296961.0,Amifostine,FDA approved,RP,747599.0,Nilotinib,FDA approved,BCR-ABL|PK:YK
3280,296961.0,Amifostine,FDA approved,RP,747971.0,Sorafenib,FDA approved,"PK:YK,PDGFR,BRAF,KIT,VEGFR,Multikinase"
3281,296961.0,Amifostine,FDA approved,RP,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
3282,296961.0,Amifostine,FDA approved,RP,747974.0,Raloxifene,FDA approved,Ho|SERM
3283,296961.0,Amifostine,FDA approved,RP,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
3284,296961.0,Amifostine,FDA approved,RP,750690.0,Sunitinib,FDA approved,"PK:YK,PDGFR,KIT,VEGFR,Multikinase"
3285,296961.0,Amifostine,FDA approved,RP,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
3286,296961.0,Amifostine,FDA approved,RP,754143.0,Depsipeptide,FDA approved,HDAC
3287,296961.0,Amifostine,FDA approved,RP,754230.0,pralatrexate,FDA approved,Df|CTNNB1|DHFR
3288,296961.0,Amifostine,FDA approved,RP,755986.0,Vismodegib,FDA approved,SMO|PK:YK
3289,296961.0,Amifostine,FDA approved,RP,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
3290,296961.0,Amifostine,FDA approved,RP,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
3291,296961.0,Amifostine,FDA approved,RP,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
3292,296961.0,Amifostine,FDA approved,RP,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
3293,296961.0,Amifostine,FDA approved,RP,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
3294,362856.0,Temozolomide,FDA approved,A7|AlkAg,740.0,METHOTREXATE,FDA approved,Df|DHFR
3295,362856.0,Temozolomide,FDA approved,A7|AlkAg,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
3296,362856.0,Temozolomide,FDA approved,A7|AlkAg,3053.0,Actinomycin D,FDA approved,Db
3297,362856.0,Temozolomide,FDA approved,A7|AlkAg,3088.0,Chlorambucil,FDA approved,A7|AlkAg
3298,362856.0,Temozolomide,FDA approved,A7|AlkAg,6396.0,Thiotepa,FDA approved,A7|AlkAg
3299,362856.0,Temozolomide,FDA approved,A7|AlkAg,8806.0,Melphalan,FDA approved,A7|AlkAg
3300,362856.0,Temozolomide,FDA approved,A7|AlkAg,13875.0,Altretamine,FDA approved,Db|AlkAg
3301,362856.0,Temozolomide,FDA approved,A7|AlkAg,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
3302,362856.0,Temozolomide,FDA approved,A7|AlkAg,27640.0,Floxuridine,FDA approved,Ds|TYMS
3303,362856.0,Temozolomide,FDA approved,A7|AlkAg,34462.0,Uracil mustard,FDA approved,A7|AlkAg
3304,362856.0,Temozolomide,FDA approved,A7|AlkAg,45388.0,DACARBAZINE,FDA approved,A7|AlkAg
3305,362856.0,Temozolomide,FDA approved,A7|AlkAg,63878.0,Cytarabine,FDA approved,Ds
3306,362856.0,Temozolomide,FDA approved,A7|AlkAg,67574.0,Vincristine,FDA approved,TUBB|Tu-frag
3307,362856.0,Temozolomide,FDA approved,A7|AlkAg,71423.0,Megestrol acetate,FDA approved,Ho|PGR
3308,362856.0,Temozolomide,FDA approved,A7|AlkAg,79037.0,Lomustine,FDA approved,A6|AlkAg
3309,362856.0,Temozolomide,FDA approved,A7|AlkAg,82151.0,Daunorubicin,FDA approved,TOP2
3310,362856.0,Temozolomide,FDA approved,A7|AlkAg,105014.0,Cladribine,FDA approved,Ds|ADA
3311,362856.0,Temozolomide,FDA approved,A7|AlkAg,118218.0,Fludarabine,FDA approved,Ds|AM|Dr|STAT1
3312,362856.0,Temozolomide,FDA approved,A7|AlkAg,122758.0,Isotretinoin,FDA approved,Ho|RXR|Differentiator
3313,362856.0,Temozolomide,FDA approved,A7|AlkAg,122819.0,Teniposide,FDA approved,TOP2
3314,362856.0,Temozolomide,FDA approved,A7|AlkAg,141540.0,Etoposide,FDA approved,TOP2
3315,362856.0,Temozolomide,FDA approved,A7|AlkAg,169780.0,Dexrazoxane,FDA approved,TOP2|NonCan:Cardioprotective
3316,362856.0,Temozolomide,FDA approved,A7|AlkAg,180973.0,Tamoxifen,FDA approved,Ho|SERM
3317,362856.0,Temozolomide,FDA approved,A7|AlkAg,241240.0,Carboplatin,FDA approved,A7|AlkAg
3318,362856.0,Temozolomide,FDA approved,A7|AlkAg,279836.0,MITOXANTRONE,FDA approved,TOP2
3319,362856.0,Temozolomide,FDA approved,A7|AlkAg,608210.0,Vinorelbine,FDA approved,TUBB|Tu-frag
3320,362856.0,Temozolomide,FDA approved,A7|AlkAg,698037.0,Pemetrexed,FDA approved,Df|AM|GARTF|DHFR|TYMS
3321,362856.0,Temozolomide,FDA approved,A7|AlkAg,713563.0,Exemestane,FDA approved,Ho|CYP19A1
3322,362856.0,Temozolomide,FDA approved,A7|AlkAg,715055.0,Gefitinib,FDA approved,"PK:YK,EGFR"
3323,362856.0,Temozolomide,FDA approved,A7|AlkAg,719345.0,Letrozole,FDA approved,Ho|CYP19A1
3324,362856.0,Temozolomide,FDA approved,A7|AlkAg,719627.0,Celecoxib,FDA approved,AM|PTGS2|COX2|NonCan:NSAID
3325,362856.0,Temozolomide,FDA approved,A7|AlkAg,737754.0,Pazopanib,FDA approved,"PK:YK,PDGFR,FGFR,KIT,VEGFR"
3326,362856.0,Temozolomide,FDA approved,A7|AlkAg,747972.0,Lenalidomide,FDA approved,FT|Immunomodulatory
3327,362856.0,Temozolomide,FDA approved,A7|AlkAg,747974.0,Raloxifene,FDA approved,Ho|SERM
3328,362856.0,Temozolomide,FDA approved,A7|AlkAg,749226.0,Abiraterone,FDA approved,Ho|CYP17A1
3329,362856.0,Temozolomide,FDA approved,A7|AlkAg,753082.0,Vemurafenib,FDA approved,"PK:YK,BRAF"
3330,362856.0,Temozolomide,FDA approved,A7|AlkAg,755986.0,Vismodegib,FDA approved,SMO|PK:YK
3331,362856.0,Temozolomide,FDA approved,A7|AlkAg,756645.0,Crizotinib,FDA approved,"PK:YK,MET,ALK"
3332,362856.0,Temozolomide,FDA approved,A7|AlkAg,757441.0,Axitinib,FDA approved,"PK:YK,PDGFR,VEGFR"
3333,362856.0,Temozolomide,FDA approved,A7|AlkAg,760766.0,Vandetanib,FDA approved,"PK:STK,YK,PDGFR,EGFR,VEGFR,RET"
3334,362856.0,Temozolomide,FDA approved,A7|AlkAg,761432.0,Cabazitaxel,FDA approved,TUBB|Tu-stab
3335,362856.0,Temozolomide,FDA approved,A7|AlkAg,763371.0,Ruxolitinib,FDA approved,"PK:YK,JAK,JAK1,JAK2"
3336,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,740.0,METHOTREXATE,FDA approved,Df|DHFR
3337,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,750.0,Busulfan,FDA approved,A7|AlkAg
3338,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,752.0,6-THIOGUANINE,FDA approved,Ds|IMPDH2|IMPDH
3339,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,755.0,6-MERCAPTOPURINE,FDA approved,Ds|PPAT
3340,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,762.0,Nitrogen mustard,FDA approved,A7|AlkAg
3341,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,1390.0,Allopurinol,FDA approved,AM|XDH
3342,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,3053.0,Actinomycin D,FDA approved,Db
3343,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,3088.0,Chlorambucil,FDA approved,A7|AlkAg
3344,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,6396.0,Thiotepa,FDA approved,A7|AlkAg
3345,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,8806.0,Melphalan,FDA approved,A7|AlkAg
3346,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,9706.0,Triethylenemelamine,FDA approved,A7|AlkAg
3347,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,13875.0,Altretamine,FDA approved,Db|AlkAg
3348,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,14229.0,Acrichine,FDA approved,Db|AP
3349,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,18509.0,Aminolevulinic acid,FDA approved,AM
3350,369100.0,Imiquimod,FDA approved,AM|TLR7|ImmuneResMod,19893.0,Fluorouracil,FDA approved,Ds|Rs|TYMS
