,NSC,Drug_name,Status,MOA,SID
12777,686613.0,-,-,-,-
12778,686651.0,1-Cyclohexyl-N-methyl-5-sulfanyl-triazole-4-carboxamide,-,-,3005250
12779,686653.0,-,-,-,-
12780,686654.0,STL436610,-,-,389951
12781,686655.0,STL436708,-,-,389952
12782,686656.0,-,-,-,-
12783,686658.0,"2-Benzylsulfanylimidazo[2,1-a]isoquinoline-3-carbohydrazide",-,-,389955
12784,686659.0,AF-407/32638012,-,-,389956
12785,686660.0,"N'-Benzylidene-2-(methylthio)imidazo[2,1-a]isoquinoline-3-carbohydrazide",-,-,9571608
12786,686661.0,AF-407/34872015,-,-,389958
12787,686662.0,5-Sulfanyl-1H-triazole-4-carboxylic acid,-,-,3005251
12788,686748.0,"3,4-Dimethylbenzo[g]quinoline-4,10-dione",-,-,389971
12789,686783.0,"4-(Chloromethyl)-6-(3,5,5-trimethyl-4H-pyrazol-1-yl)-1,3,5-triazin-2-amine",-,-,389989
12790,686789.0,AO-267/15176072,-,-,389995
12791,686790.0,AF52,-,-,210892
12792,686791.0,ALBB-023764,-,-,389996
12793,686926.0,"2,3,11,12-Tetramethoxy-5,6,8,9,14,14a-hexahydroisoquino[1,2-b][3]benzazepine",-,-,390003
12794,686937.0,-,-,-,-
12795,686939.0,-,-,-,-
12796,686940.0,-,-,-,-
12797,686947.0,-,-,-,-
12798,686954.0,"2,3-Dimethoxy-5,7,8,13,13a,14-hexahydroisoquino[3,2-b][3]benzazepine",-,-,390040
12799,686957.0,STK416902,-,-,840355
12800,686963.0,Neuro_000425,-,-,390049
12801,686965.0,"(5E)-5-Ethylidene-2,3a,4,5a,10b,10c-hexahydro-1H-indeno[5,4-b]benzofuran-3-one",-,-,5469352
12802,686968.0,"N-Acetyl-N-[3-[(4-chlorophenyl)methyl]-5-oxo-1H-1,2,4-triazol-4-yl]acetamide",-,-,390054
12803,686969.0,"4-Anilino-3-[(4-chlorophenyl)methyl]-1H-1,2,4-triazol-5-one",-,-,390055
12804,687002.0,-,-,-,-
12805,687003.0,-,-,-,-
12806,687004.0,-,-,-,-
12807,687005.0,-,-,-,-
12808,687006.0,-,-,-,-
12809,687011.0,stereoisomer of 672120 (MW=262),-,-,5459262
12810,687012.0,Parthenolid-8-one,-,-,5469359
12811,687015.0,"11-Methyl-2,12-diazapentacyclo[11.7.1.03,8.09,21.014,19]henicosa-1,3,5,7,9(21),10,12,14,16,18-decaen-20-one",-,-,390073
12812,687016.0,"11-[(E)-2-Phenylethenyl]-2,12-diazapentacyclo[11.7.1.03,8.09,21.014,19]henicosa-1,3,5,7,9(21),10,12,14,16,18-decaen-20-one",-,-,5469360
12813,687022.0,-,-,-,-
12814,687029.0,-,-,-,-
12815,687103.0,"[(1R,2R,4S,8R,9S,10R,15S)-9-Hydroxy-1,10-dimethyl-5,14-dimethylidene-6-oxo-7,18-dioxatricyclo[13.2.1.04,8]octadecan-2-yl] acetate",-,-,6712445
12816,687105.0,"[(1S,4E,6S,10E,14S)-6-Hydroxy-10,14-dimethyl-7-prop-1-en-2-yl-15-oxabicyclo[12.1.0]pentadeca-4,10-dien-4-yl]methyl acetate",-,-,5469363
12817,687142.0,"5-Methyl-7-(2,3,4,5-tetramethoxy-6-methylphenyl)-5-hepten-1-ol",-,-,5469369
12818,687148.0,"1-Fluoro-4-(12-(4-fluorophenyl)-3,10-dimethyl-2,10-dodecadienyl)benzene",-,-,5469375
12819,687150.0,"1,4-Dimethoxy-2-methyl-3-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]naphthalene",-,-,5469377
12820,687159.0,"Methyl 3-[(10-oxo-8,14-diazatetracyclo[7.7.1.02,7.013,17]heptadeca-1(17),2,4,6,8,11,13,15-octaen-12-yl)sulfanyl]propanoate",-,-,390133
12821,687160.0,Aplyronine A,-,-,-
12822,687209.0,"3-Ethyl-4-[(E)-(2-hydroxy-1-naphthyl)methyleneamino]-1H-1,2,4-triazol-5-one",-,-,135493982
12823,687215.0,"3-(4-Methylphenyl)-5-((3-(4-methylphenyl)-1H-1,2,4-triazol-5-yl)methyl)-1H-1,2,4-triazole",-,-,390147
12824,687225.0,"Benzoic acid, 2-chloro-4-[[(3,6-dioxo-1,4-cyclohexadieny...",-,-,390157
12825,687304.0,"Hydrazinecarbothioamide, 2-[[4-(acetyloxy)-5-methyl- 1-i...",-,-,9571611
12826,687305.0,4-(N-acetyl-N-ethylamino)isoquinoline-1-carboxaldehyde t...,-,-,9571612
12827,687307.0,"3-(Benzenesulfonylmethyl)-8,8-dimethyl-2-(phenylsulfanylmethyl)spiro[4.5]decane-6,10-dione",-,-,390162
12828,687308.0,"1H,7H-Pyrimido[5,6,1-de]acridine-1,3(2H),7-trione, 2-[2-...",-,-,-
12829,687311.0,"Acridine, 9-[5-(ethylthio)-1,3,4-thiadiazol-2-yl]-",-,-,390166
12830,687315.0,N-Dibenzofuran-3-ylthiophene-2-carbothioamide,-,-,3005257
12831,687319.0,-,-,-,-
12832,687321.0,-,-,-,-
12833,687330.0,"adenosine, 2'-amino-2'-deoxy-3',5'- o-[1,1,3,3-tetrakis(...",-,-,390181
12834,687344.0,Ethyl 3-(1H-indol-3-yl)-4-methyl-1H-pyrrole-2-carboxylate,-,-,390183
12835,687352.0,"2-[[4-[(2,4-Diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]-N,N'-di(tetradecyl)pentanediamide",-,-,390191
12836,687353.0,"1-(3-Diethylaminopropylamino)-5-methyl-6H-pyridazino[4,5...",-,-,390192
12837,687354.0,"1H-[1,2,4]Triazolo[1,2-a]pyridazine-8-carboxylic acid, 5...",-,-,390193
12838,687355.0,"1H-[1,2,4]Triazolo[1,2-a]pyridazine-8-carboxylic acid, 5...",-,-,390194
12839,687367.0,"[5-(5-Ethyl-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl [5-[4-(hexadecylamino)-2-oxopyrimidin-1-yl]-2-(hydroxymethyl)oxolan-3-yl] hydrogen phosphate",-,-,390210
12840,687368.0,[5-[5-Fluoro-4-(octadecylamino)-2-oxopyrimidin-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,-,-,390211
12841,687369.0,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-2-[[[5-[4-(hexadecanoylamino)-2-oxopyrimidin-1-yl]-2-(hydroxymethyl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl] acetate",-,-,390212
12842,687370.0,"[5-(5-Fluoro-2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl [5-[5-fluoro-4-(octadecylamino)-2-oxopyrimidin-1-yl]-2-(hydroxymethyl)oxolan-3-yl] hydrogen phosphate",-,-,390213
12843,687453.0,"2-Propenoic acid, 3-[2,3-dihydro-2-(4-hydroxy- 3-methoxy...",-,-,-
12844,687454.0,"2-Ethoxy-3-hydroxy-17.alpha./.beta.-aminoestra-1,3,5(10)...",-,-,-
12845,687496.0,Neuro_000427,-,-,390224
12846,687510.0,"[5-(6-Amino-2-ethynyl-purin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl sulfamate",-,-,390226
12847,687521.0,"2-(4-Methoxyphenyl)-1-methylene-3-phenyl-pyrazino[1,2-a]benzimidazole",-,-,390229
12848,687522.0,"2-(4-Chlorophenyl)-1-methylene-3-phenyl-pyrazino[1,2-a]benzimidazole",-,-,390230
12849,687523.0,"1-Methylene-2-(4-nitrophenyl)-3-phenyl-pyrazino[1,2-a]benzimidazole",-,-,390231
12850,687524.0,"Pyrazino[1,2-a]benzimidazole, 1-methylene- 3_(4-methylph...",-,-,390232
12851,687526.0,"2-(4-Methoxyphenyl)-1-methylene-3-(p-tolyl)pyrazino[1,2-a]benzimidazole",-,-,390234
12852,687527.0,"Pyrazino[1,2-a]benzimidazole, 3-(4-methoxyphenyl)- 1-met...",-,-,390235
12853,687528.0,"2,3-Bis(4-methoxyphenyl)-1-methylene-pyrazino[1,2-a]benzimidazole",-,-,390236
12854,687529.0,"3-(4-Chlorophenyl)-1-methylene-2-phenyl-pyrazino[1,2-a]benzimidazole",-,-,390237
12855,687530.0,"3-(4-Chlorophenyl)-2-(4-methoxyphenyl)-1-methylene-pyrazino[1,2-a]benzimidazole",-,-,390238
12856,687531.0,"Benzyl 5-(2-methoxy-2-oxoethyl)-2,2-dimethyl-1,3-oxazolidine-3-carboxylate",-,-,390239
12857,687533.0,"Benzyl 2,2-dimethyl-5-[2-(p-tolylsulfonyloxy)ethyl]oxazolidine-3-carboxylate",-,-,390241
12858,687534.0,"Benzyl 5-(2-cyanoethyl)-2,2-dimethyl-1,3-oxazolidine-3-carboxylate",-,-,390242
12859,687541.0,2-((2-Benzyl-3-(4-(hydroxy(oxido)amino)phenoxy)propanoyl)amino)-4-methyl-N-phenylpentanamide,-,-,390249
12860,687543.0,-,-,-,-
12861,687550.0,"6-Acetyl-1,6a-dimethyl-2-phenyl-1,6a-dihydropyrrolo[3,2-c]pyrazol-3(2H)-one",-,-,390258
12862,687556.0,"N-(4-(4-Chlorophenyl)-3,5-dicyano-2-mercapto-6-oxo-1(6H)-pyridinyl)benzenesulfonamide",-,-,390264
12863,687561.0,"N-[3,5-Dicyano-4-(4-dimethylaminophenyl)-2-oxo-6-sulfanyl-1-pyridyl]-4-methyl-benzenesulfonamide",-,-,390269
12864,687562.0,"N-(3,5-Dicyano-2-mercapto-4-(4-methoxyphenyl)-6-oxo-1(6H)-pyridinyl)-4-methylbenzenesulfonamide",-,-,390270
12865,687572.0,"N-[3,5-Dicyano-6-hydroxy-4-(4-methoxyphenyl)-2-oxopyridin-1(2H)-yl]-4-methylbenzenesulfonamide",-,-,390280
12866,687578.0,"N-(3,5-Dicyano-2-(4-methylphenyl)-6-oxo-4-phenyl-1(6H)-pyridinyl)-4-methylbenzenesulfonamide",-,-,390286
12867,687584.0,"N-(3,5-Dicyano-4-(4-(dimethylamino)phenyl)-2-hydroxy-6-oxo-1(6H)-pyridinyl)benzenesulfonamide",-,-,390292
12868,687585.0,"N-[3,5-Dicyano-4-[4-(dimethylamino)phenyl]-2-hydroxy-6-oxopyridin-1-yl]-4-methylbenzenesulfonamide",-,-,390293
12869,687589.0,"N-[3,5-Dicyano-4-(4-nitrophenyl)-2-oxo-6-(p-tolyl)-1-pyridyl]benzenesulfonamide",-,-,390297
12870,687598.0,"1,2-Diamino-5-cyano-N-(3-methoxyphenyl)-4-(methylthio)-6-oxo-1,6-dihydro-3-pyridinecarboxamide",-,-,390306
12871,687601.0,STK993185,-,-,390309
12872,687606.0,"3-Imino-N-(4-methylphenyl)-5-(methylthio)-1-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",-,-,390314
12873,687608.0,"5-Cyano-2-imino-N-(4-methoxyphenyl)-4-(methylthio)-6-oxo-1,2,5,6-tetrahydro-3-pyridinecarboxamide",-,-,390316
12874,687612.0,-,-,-,-
12875,687663.0,AB01318947-02,-,-,5469389
12876,687667.0,"6,7,8,9-Tetrahydro-6-(4-methoxybenzylidene)-5H-benzocycloheptene-5-one",-,-,5351433
12877,687669.0,"(6E)-6-(p-Tolylmethylene)-8,9-dihydro-7H-benzo[7]annulen-5-one",-,-,1241474
12878,687676.0,5T-0302,-,-,1427939
12879,687677.0,"2-[[5,7-Bis(trifluoromethyl)-1,8-naphthyridin-2-yl]-(2-hydroxyethyl)amino]ethanol",-,-,390341
12880,687707.0,STK833340,-,-,390368
12881,687712.0,AK-60394,-,-,390370
12882,687715.0,"3,3-Bis(trifluoromethyl)-1$l^{3},2-benziodoxole-1-carbonitrile",-,-,390373
12883,687744.0,"Methyl (2S)-2-[[(2R)-2-amino-3-[4-[bis(2-chloroethyl)amino]phenyl]propanoyl]amino]-3-methylbutanoate;2,2,2-trifluoroacetic acid",-,-,390389
12884,687746.0,4-(Pyrrolizinoazo)anisole,-,-,390392
12885,687747.0,1-(4-Fluorophenylazo)pyrrolidine,-,-,390393
12886,687749.0,N-(4-Trifluoromethylphenylazo)pyrrolidine,-,-,390395
12887,687751.0,1-(4-Nitrophenyl)-2-(pyrrolidin-1-yl)diazene,-,-,390397
12888,687763.0,"2-(2,6-Dichloroanilino)-N-[7-[(2,6-dichlorophenyl)sulfamoyl]-1-oxo-2H-naphthalen-2-yl]acetamide",-,-,390409
12889,687767.0,2-(2-Acetylanilino)-N-(6-((2-acetylanilino)sulfonyl)-4-oxo-3(4H)-quinazolinyl)acetamide,-,-,390413
12890,687773.0,"3-(((4-Chlorophenyl)sulfonyl)amino)-N-(2-methoxyphenyl)-4-oxo-3,4-dihydro-6-quinazolinesulfonamide",-,-,390419
12891,687774.0,"3-(((4-Iodophenyl)sulfonyl)amino)-N-(4-methoxyphenyl)-4-oxo-3,4-dihydro-6-quinazolinesulfonamide",-,-,390420
12892,687779.0,3-({6-[(2-Carboxyphenyl)sulfamoyl]-4-oxoquinazolin-3(4h)-yl}sulfamoyl)-4-methylbenzoic acid,-,-,390425
12893,687780.0,3-Methyl-N-(2-nitrophenyl)-1-oxo-2-(p-tolylsulfonylamino)isoquinoline-7-sulfonamide,-,-,390426
12894,687781.0,N-[4-[[3-[(4-Acetamidophenyl)sulfonylamino]-2-methyl-4-oxoquinazolin-6-yl]sulfonylamino]phenyl]acetamide,-,-,390427
12895,687786.0,2-Methyl-4-oxo-N-(4-phenylphenyl)sulfonyl-3-[(4-phenylphenyl)sulfonylamino]quinazoline-6-sulfonamide,-,-,390432
12896,687793.0,"1-[3-(3,4-Dimethoxyphenyl)-2-(2,4-dinitrophenyl)-3,4-dihydropyrazol-5-yl]naphthalen-2-ol",-,-,390439
12897,687801.0,"1-[3-(2,4-Dichlorophenyl)-5-(1-hydroxy-2-naphthyl)-3,4-dihydropyrazol-2-yl]ethanone",-,-,390447
12898,687802.0,"(1-Acetyl-3-(1-hydroxy-2-naphthyl)-4,5-dihydro-1H-pyrazol-5-yl)(2-furyl)methanone",-,-,390448
12899,687807.0,"[2-(2,4-Dinitrophenyl)-5-(1-hydroxy-2-naphthyl)-3,4-dihydropyrazol-3-yl]-(2-furyl)methanone",-,-,390453
12900,687813.0,"2-[[2-(Furan-2-carbonyl)-4-oxo-thiazolidin-3-yl]amino]-1H-pyrimidine-4,6-dione",-,-,135450451
12901,687826.0,"4-Phenyl-8-thia-1,3,5,10-tetrazatetracyclo[7.7.0.02,7.011,16]hexadeca-2(7),3,9,11,13,15-hexaen-6-one",-,-,135489880
12902,687849.0,"1-Acryloyl-3,5-bis(4-chlorobenzylidene)piperidine-4-one",-,-,5351434
12903,687850.0,"4-Piperidinone, 3,5-bis[(4-fluorophenyl)methylene]- 1-(1...",-,-,5469427
12904,687851.0,"4-Piperidinone, 3,5-bis[(4-methoxyphenyl)methylene]- 1-(...",-,-,-
12905,687852.0,"4-Piperidinone, 3,5-bis[(4-nitrophenyl)methylene]- 1-(1-...",-,-,-
12906,687853.0,-,-,-,-
12907,687854.0,-,-,-,-
12908,687861.0,"[3,4-Dibenzoyloxy-5-[4-naphthalen-1-yl-3-[(5-pyridin-3-yltetrazol-2-yl)methyl]-5-sulfanylidene-1,2,4-triazol-1-yl]oxolan-2-yl]methyl benzoate",-,-,390493
12909,687868.0,1-(4-Methoxyphenyl)-3-[(2-phenylquinoline-4-carbonyl)amino]thiourea,-,-,3005271
12910,687870.0,"1-(3,4-Dimethylphenyl)-3-[(2-phenylquinoline-4-carbonyl)amino]thiourea",-,-,3005273
12911,687937.0,OKVIIDPNUHUPCM-UHFFFAOYSA-N,-,-,390505
12912,687938.0,Pervilleine A,-,-,5459292
12913,687939.0,"Methyl (1R,2R,3S,3aR,8bS)-3a-(1,3-benzodioxol-5-yl)-1,8b-dihydroxy-6,8-dimethoxy-3-phenyl-2,3-dihydro-1H-cyclopenta[b][1]benzofuran-2-carboxylate",-,-,390507
12914,687945.0,"Benzoic acid, 2-hydroxy-4-[[(2,5-dihydroxyphenyl)-methyl...",-,-,390508
12915,687956.0,-,-,-,-
12916,687957.0,-,-,-,-
12917,687958.0,"6-(1,5-Dimethyl-3-oxo-hexyl)-4,8a-dimethyl-1,4a,5,6,7,8-hexahydronaphthalen-2-one",-,-,390517
12918,687961.0,Artocarpetin A,-,-,390520
12919,687962.0,Paclitaxel Ceribate,-,-,390521
12920,687963.0,"(2S)-4-[(13S)-13-Hydroxy-13-[(5R)-5-[(5R)-5-[(1S)-1,5,10-trihydroxyundecyl]oxolan-2-yl]oxolan-2-yl]tridecyl]-2-methyl-2H-furan-5-one",-,-,6712448
12921,687964.0,(2S)-4-[(13R)-13-Hydroxy-13-[(5R)-5-[(1R)-1-hydroxytridecyl]oxolan-2-yl]-8-oxotridecyl]-2-methyl-2H-furan-5-one,-,-,390523
12922,687965.0,(5s)-3-[10-Hydroxy-14-[2-(2-tridecoxyethoxy)ethoxy]tetradecyl]-5-methyl-5h-furan-2-one,-,-,390524
12923,687966.0,(2S)-4-[12-[2-[2-(2-Decoxyethoxy)ethoxy]ethoxy]-8-hydroxydodecyl]-2-methyl-2H-furan-5-one,-,-,390525
12924,687969.0,5H-Quinindoline,-,-,67484
12925,687980.0,"(8R,9S,10R,13S,14S,16R)-16-Imidazol-1-yl-10,13-dimethyl-3-pyrrolidin-1-yl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol",-,-,390532
12926,687981.0,"[(8R,9S,10R,13S,14S,16R)-16-Imidazol-1-yl-10,13-dimethyl-3-pyrrolidin-1-yl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate",-,-,390533
12927,688021.0,"Phosphorodiamidic acid, N,N-bis(2-bromoethyl)-, (5-nitro...",-,-,390534
12928,688022.0,"Phosphorodiamidic acid, N,N-bis(2-bromoethyl)-, (5-nitro...",-,-,390535
12929,688023.0,"Phosphorodiamidic acid, N,N-bis(2-bromoethyl)-, (1,4-dio...",-,-,390536
12930,688026.0,-,-,-,-
12931,688027.0,"(2R,4R)-2,6,6-Trimethyl-4-pentadecyl-1,3,6,2lambda5-dioxazaphosphocan-6-ium 2-oxide;bromide",-,-,9572011
12932,688028.0,-,-,-,-
12933,688035.0,"1-Benzyloxymethyl-6-nitro-2,4(1H,3H)-quinazolinedione",-,-,390547
12934,688037.0,"3-Benzyloxymethyl-5-bromo-4(3H)-quinazalone, hydrochloride",-,-,-
12935,688041.0,"1-Fluoro-2,4-dinitro-imidazole",-,-,390555
12936,688045.0,"(2S,8S,11R,15R,18R,22R,25R,26S)-8,15-Dibenzyl-26-methyl-22-propan-2-yl-13,20,27-trithia-6,9,16,23,28,29,30-heptazapentacyclo[23.2.1.111,14.118,21.02,6]triaconta-1(28),14(30),21(29)-triene-7,10,17,24-t",-,-,390559
12937,688046.0,"(2S,8S,11S,15R,18S,22R,25S,26R)-8,15-Dibenzyl-26-methyl-22-propan-2-yl-13,20,27-trioxa-6,9,16,23,28,29,30-heptazapentacyclo[23.2.1.111,14.118,21.02,6]triaconta-1(28),14(30),21(29)-triene-7,10,17,24-te",-,-,390560
12938,688047.0,"(2S,8S,11R,15R,18R,22S,25S,26R)-8,15-Dibenzyl-26-methyl-22-propan-2-yl-27-oxa-13,20-dithia-6,9,16,23,28,29,30-heptazapentacyclo[23.2.1.111,14.118,21.02,6]triaconta-1(28),14(30),21(29)-triene-7,10,17,2",-,-,390561
12939,688071.0,2-[[(E)-(4-Methoxyphenyl)iminocarbamoyl]amino]-4-methyl-pentanamide,-,-,390563
12940,688074.0,Physalin H,-,-,-
12941,688077.0,Tert-butyl N-[3-(tert-butoxycarbonylamino)-2-(4-carbamoylthiazol-2-yl)propyl]carbamate,-,-,390568
12942,688111.0,"5-(Pyrrolidin-1-yl)-5h-chromeno[4,3-d]pyrimidin-2-amine",-,-,390588
12943,688217.0,Cyclo(D-Glu-D-Arg-L-Trp-D-Glu-D-Asp),-,-,390616
12944,688219.0,"[(1R,3S,4R,5R,7S,8S,9R,10E,12R,14R)-4,9-Diacetyloxy-3,6,6,10,14-pentamethyl-2,13-dioxo-16-oxatetracyclo[10.3.1.01,12.05,7]hexadec-10-en-8-yl] (Z)-2-methylbut-2-enoate",-,-,5469438
12945,688220.0,"[(1S,2S,3Ar,5S,6E,9S,10S,11S,13R,13aR)-1,3a,9-trihydroxy-2,5,8,8-tetramethyl-13-(2-methylbutanoyloxy)-12-methylidene-11-(2-methylpropoxy)-4-oxo-2,3,5,9,10,11,13,13a-octahydro-1H-cyclopenta[12]annulen-",-,-,5469439
12946,688222.0,"(1R,2R,6R,10S,11R,13S,14R,15R)-1-Hydroxy-8-(hydroxymethyl)-4,12,12,15-tetramethyl-13,14-bis(2-methylpropoxy)tetracyclo[8.5.0.02,6.011,13]pentadeca-3,8-dien-5-one",-,-,390621
12947,688228.0,"[(1R,2R,3R,4R,6R,8S,9E,12S,13S,14R,15S)-3,4,6,12,13-Pentaacetyloxy-4,8,11,11-tetramethyl-14-(2-methylpropoxy)-7,18-dioxo-19-oxatricyclo[13.4.0.02,6]nonadec-9-en-15-yl] benzoate",-,-,5469441
12948,688229.0,"[(1R,2R,3R,4R,6R,8S,9E,12S,13S,14R,15S)-3,4,6,12,13-Pentaacetyloxy-4,8,11,11-tetramethyl-7,18-dioxo-14-propoxy-19-oxatricyclo[13.4.0.02,6]nonadec-9-en-15-yl] benzoate",-,-,5469442
12949,688230.0,"[(1S,4S,5S,6R,9S,10R,11R,12R,14R)-7-(Acetyloxymethyl)-5,6-dihydroxy-3,11,14-trimethyl-11-[(Z)-2-methylbut-2-enoyl]oxy-15-oxo-4-tetracyclo[7.5.1.01,5.010,12]pentadeca-2,7-dienyl] (Z)-2-methylbut-2-enoa",-,-,54608453
12950,688233.0,MEGxp0_001935,-,-,11972628
12951,688234.0,"2,2,4,8-Tetramethyltricyclo[5.3.1.04,11]undecan-11-ol",-,-,390632
12952,688235.0,"[(1R,2R,3Ar,4S,5S,6E,9S,10R,11S,13R,13aS)-2,4,13-triacetyloxy-1-benzoyloxy-3a,10-dihydroxy-2,5,8,8-tetramethyl-12-methylidene-11-(2-methylpropoxy)-3,4,5,9,10,11,13,13a-octahydro-1H-cyclopenta[12]annul",-,-,5469445
12953,688237.0,"[(1R,2R,3R,4S,5S,7R,8R,9S,10S,14S)-2,8,14-Triacetyloxy-7-hydroxy-1,5,9,12,12-pentamethyl-13-oxo-4-tetracyclo[7.6.0.03,7.010,14]pentadecanyl] benzoate",-,-,390635
12954,688239.0,"[(1R,2R,3R,4S,5S,7R,8R,9S,10S,11S,14R)-1,8,11-Triacetyloxy-2-(2-acetyloxyacetyl)oxy-7-hydroxy-5,9,12,12-tetramethyl-13-oxo-4-tetracyclo[7.6.1.03,7.010,14]hexadecanyl] benzoate",-,-,11972629
12955,688246.0,Juvenate,-,-,5367549
12956,688259.0,Taspine,-,-,215159
12957,688274.0,"[(1S,4R,5R,6R,7S,8R,11R,13S,17S,18S,19R)-4,5,17-Trihydroxy-6,14,18-trimethyl-9,16-dioxo-3,10-dioxapentacyclo[9.8.0.01,7.04,19.013,18]nonadec-14-en-8-yl] 3-hydroxy-2,2-dimethylpropanoate",-,-,390662
12958,688277.0,Isopinnatal,-,-,390665
12959,688285.0,"7,8-Dehydrocalotropin",-,-,-
12960,688298.0,[Co(Me2dtc)2(DEE)]ClO4,-,-,-
12961,688303.0,Neuro_000437,-,-,390671
12962,688304.0,-,-,-,-
12963,688305.0,"(3-Methylene-6-nitro-indolin-1-yl)-(5,6,7-trimethoxy-1H-indol-2-yl)methanone",-,-,390674
12964,688315.0,2-Methoxy-N-[(octahydro-2H-quinolizin-1-yl)methyl]-benzamide,-,-,390679
12965,688325.0,-,-,-,-
12966,688326.0,-,-,-,-
12967,688328.0,-,-,-,-
12968,688329.0,-,-,-,-
12969,688340.0,Dimethyl [2-(phenylthio)ethyl]malonate,-,-,390699
12970,688342.0,"3-Butyl-1,4-dihydropyrazol-5-one",-,-,390701
12971,688346.0,1-(2-Cyanoethyl)-3-phenyl-1-[3-[phenylcarbamoyl-[3-[N-(phenylcarbamoyl)anilino]propyl]amino]propyl]urea,-,-,390704
12972,688349.0,"1-(2-Cyanoethyl)-1',3,3'-triphenyl[1,1'-ethylenebisurea]",-,-,390707
12973,688351.0,-,-,-,-
12974,688358.0,"3-[1-[2-[1-[2-(1,3-Diphenylureido)ethyl]-3-phenylureido]ethyl]-3-phenylureido]propiononitrile",-,-,390716
12975,688360.0,-,-,-,-
12976,688362.0,N-(9-Ethylpurin-6-yl)acetamide,-,-,390720
12977,688365.0,-,-,-,-
12978,688371.0,-,-,-,-
12979,688484.0,-,-,-,-
12980,688493.0,"7-Chloro-3-[4-(4-nitrophenyl)piperazin-1-yl]-1,4-dioxido-quinoxaline-1,4-diium-2-carbonitrile",-,-,390734
12981,688497.0,"N-[(E)-(2-Oxido-4-phenyl-1,2,5-oxadiazol-2-ium-3-yl)methylideneamino]morpholine-4-carboxamide",-,-,135493990
12982,688500.0,"5-(4-Methoxyphenyl)-17-thia-2,5,7,8-tetrazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),2,6,11(16)-tetraen-9-one",-,-,390741
12983,688501.0,"5-(4-Chlorophenyl)-17-thia-2,5,7,8-tetrazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),2,6,11(16)-tetraen-9-one",-,-,390742
12984,688515.0,"[6-[[(5S,8Ar,9R)-9-[3,5-dimethoxy-4-[2-(4-methylpiperazin-1-yl)acetyl]oxyphenyl]-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]oxy]-2-methyl-7-[2-(4-methylpiperazin-1-yl)acety",-,-,390757
12985,688526.0,"Ethyl 5-(2-chlorophenyl)-7-(methylthio)-5H-1-thia-3,5,6,8-tetraazaacenaphthylene-2-carboxylate",-,-,390763
12986,688529.0,(E)-(4-Acetyloxy-4-cyano-2-methylbutan-2-yl)-[(4-acetyloxy-4-cyano-2-methylbutan-2-yl)-oxidoazaniumylidene]-oxidoazanium,-,-,135493991
12987,688531.0,"1H-Pyrrole, 3-cyclohexyl-4-(2-cyclohexyl-1-nitroethenyl)...",-,-,-
12988,688535.0,Methyl 2-[2-[3-(2-methoxy-2-oxo-ethyl)-1H-indol-2-yl]-1H-indol-3-yl]acetate,-,-,390772
12989,688537.0,5-(Hydroxymethyl)-2-[6-[(1-methyl-2-phenyl-ethyl)amino]purin-9-yl]tetrahydrofuran-3-ol,-,-,496402
12990,688541.0,"7-[4-Hydroxy-5-(hydroxymethyl)oxolan-2-yl]-3-[(2-nitrophenyl)methyl]imidazo[4,5-d]triazin-4-one",-,-,390776
12991,688542.0,5'-O-(Dimethoxytrityl)-N(sup 1)-(2-nitrobenzyl)-2-azaino...,-,-,390777
12992,688687.0,"7-Chloromethyl-10,11-methylenedioxy-20(S)-camptothecin-2...",-,-,-
12993,688689.0,"1,3-Dichloropyrido[1,2-a]benzimidazole-4-carbonitrile",-,-,390778
12994,688713.0,-,-,-,-
12995,688714.0,-,-,-,-
12996,688719.0,"N~4~-(2-Methoxyphenyl)-5-nitroso-2,4,6-pyrimidinetriamine",-,-,390785
12997,688720.0,"N~4~-(3-Methoxyphenyl)-5-nitroso-2,4,6-pyrimidinetriamine",-,-,390786
12998,688724.0,"N~4~-(4-Ethoxyphenyl)-2,4,5,6-pyrimidinetetramine",-,-,390790
12999,688726.0,"3-(3-Methoxyphenyl)triazolo[4,5-d]pyrimidine-5,7-diamine",-,-,390792
13000,688791.0,"Benzoic acid, 4-[[(3,6-dioxo-1,4-cyclohexadienylmethyl]a...",-,-,390795
